City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Sorland,NO,2020-06-25 02:26:24,67.67,12.69,54.91,93,100,24.63
274,Codrington,AU,2020-06-25 02:26:24,-38.27,141.97,56.26,77,49,15.88
275,Trincomalee,LK,2020-06-25 02:26:24,8.57,81.23,81.84,77,100,11.1
276,Nur,PL,2020-06-25 02:26:24,52.67,22.32,61.66,94,100,7.45
277,Provideniya,RU,2020-06-25 02:26:24,64.38,-173.3,42.8,64,75,13.42
278,Bundaberg,AU,2020-06-25 02:26:24,-24.85,152.35,70.0,39,0,8.05
279,Veraval,IN,2020-06-25 02:26:24,20.9,70.37,85.66,73,34,7.52
280,Champerico,GT,2020-06-25 02:26:24,14.3,-91.92,83.19,71,100,1.23
281,Half Moon Bay,US,2020-06-25 02:21:50,37.46,-122.43,73.4,82,1,3.36
282,Bikin,RU,2020-06-25 02:26:25,46.82,134.26,58.75,96,100,5.57
283,Buraydah,SA,2020-06-25 02:26:25,26.33,43.98,80.6,22,0,6.93
284,Tuatapere,NZ,2020-06-25 02:26:25,-46.13,167.68,47.75,74,82,5.79
285,Cidreira,BR,2020-06-25 02:26:25,-30.18,-50.21,67.53,75,15,4.74
286,Ciudad Bolivar,VE,2020-06-25 02:26:25,8.12,-63.55,77.32,84,100,9.57
287,Morada Nova,BR,2020-06-25 02:26:25,-5.11,-38.37,75.74,72,93,6.33
288,Tiarei,PF,2020-06-25 02:26:25,-17.53,-149.33,80.6,74,75,4.7
289,Shirokiy,RU,2020-06-25 02:26:25,49.76,129.52,58.98,93,100,6.44
290,Solnechnyy,RU,2020-06-25 02:26:25,50.72,136.63,52.39,91,100,4.12
291,Saba,HN,2020-06-25 02:26:25,15.47,-86.25,73.15,72,24,3.89
292,Esik,KZ,2020-06-25 02:26:25,43.36,77.45,69.8,37,40,4.47
293,Kisangani,CD,2020-06-25 02:26:25,0.52,25.2,72.43,87,71,1.86
294,Goderich,CA,2020-06-25 02:26:25,43.75,-81.72,63.0,74,100,8.7
295,Nova Olimpia,BR,2020-06-25 02:26:25,-14.8,-57.29,73.06,59,4,4.61
296,Zweibrucken,DE,2020-06-25 02:26:25,49.25,7.37,63.0,63,0,9.17
297,Sao Filipe,CV,2020-06-25 02:26:26,14.9,-24.5,75.61,84,1,7.58
298,Tallahassee,US,2020-06-25 02:21:55,30.44,-84.28,78.8,83,20,3.36
299,Ancud,CL,2020-06-25 02:26:26,-41.87,-73.82,39.99,100,75,3.36
300,Balabac,PH,2020-06-25 02:26:26,7.99,117.06,86.88,65,100,6.6
301,Nome,US,2020-06-25 02:23:35,64.5,-165.41,50.0,53,90,11.41
302,Alugan,PH,2020-06-25 02:26:26,12.22,125.48,85.84,73,100,8.72
303,Rio Gallegos,AR,2020-06-25 02:22:21,-51.62,-69.22,33.8,86,75,14.99
304,Sistranda,NO,2020-06-25 02:26:26,63.73,8.83,57.2,93,67,5.82
305,Bira,RU,2020-06-25 02:26:26,49.0,132.47,57.0,95,100,4.59
306,Komsomolskiy,UZ,2020-06-25 02:26:26,40.43,71.72,75.2,33,0,6.93
307,Uvat,RU,2020-06-25 02:26:26,59.14,68.9,49.64,95,100,9.15
308,Liberal,US,2020-06-25 02:26:26,37.04,-100.92,87.8,33,1,24.16
309,Sosnogorsk,RU,2020-06-25 02:26:27,63.6,53.88,43.5,94,100,7.47
310,Bayburt,TR,2020-06-25 02:26:27,40.26,40.23,49.41,87,2,0.6
311,Broome,US,2020-06-25 02:26:27,42.25,-75.83,64.4,63,40,5.82
312,Puerto Madero,MX,2020-06-25 02:26:27,14.72,-92.42,75.2,100,90,2.24
313,Alihe,CN,2020-06-25 02:26:27,50.57,123.72,69.53,41,100,8.79
314,Zhanaozen,KZ,2020-06-25 02:26:27,43.3,52.8,77.45,20,3,7.34
315,Benghazi,LY,2020-06-25 02:26:27,32.12,20.07,71.22,78,0,9.01
316,Sayyan,YE,2020-06-25 02:26:27,15.17,44.32,63.28,41,61,1.81
317,La Crosse,US,2020-06-25 02:26:11,43.8,-91.24,66.0,77,75,4.7
318,Nokaneng,BW,2020-06-25 02:26:27,-19.67,22.27,46.78,63,0,6.82
319,Elmira,US,2020-06-25 02:26:27,42.09,-76.81,64.0,72,1,4.7
320,Hanna,CA,2020-06-25 02:26:28,51.63,-111.9,60.01,86,100,8.99
321,Shelburne,CA,2020-06-25 02:26:28,44.08,-80.2,59.0,82,75,4.7
322,Beira,MZ,2020-06-25 02:26:28,-19.84,34.84,62.6,93,32,5.82
323,Upernavik,GL,2020-06-25 02:26:28,72.79,-56.15,34.95,90,44,0.94
324,Mahibadhoo,MV,2020-06-25 02:26:28,3.78,72.97,83.25,78,54,16.22
325,Uchiza,PE,2020-06-25 02:26:28,-8.46,-76.46,71.76,83,83,1.81
326,Pinega,RU,2020-06-25 02:26:28,64.7,43.39,43.36,84,95,4.18
327,Olean,US,2020-06-25 02:26:28,42.08,-78.43,57.2,62,1,3.62
328,Kingman,US,2020-06-25 02:25:16,35.19,-114.05,99.0,9,1,16.11
329,Zaoyang,CN,2020-06-25 02:26:28,32.13,112.75,85.39,58,0,7.56
330,Orativ,UA,2020-06-25 02:26:28,49.19,29.53,57.33,94,100,6.82
331,Mali,GN,2020-06-25 02:26:28,12.08,-12.3,62.02,100,100,4.38
332,Pacific Grove,US,2020-06-25 02:26:28,36.62,-121.92,59.0,82,90,8.05
333,Aja,EG,2020-06-25 02:26:28,30.94,31.29,64.15,95,0,3.11
334,Kangaatsiaq,GL,2020-06-25 02:26:28,68.31,-53.46,37.67,87,100,8.08
335,Aykhal,RU,2020-06-25 02:26:29,66.0,111.5,75.2,29,0,6.71
336,Tonj,SS,2020-06-25 02:26:29,7.27,28.68,71.8,88,100,0.85
337,Samoded,RU,2020-06-25 02:26:29,63.61,40.51,47.34,72,99,1.19
338,Poum,NC,2020-06-25 02:26:29,-20.23,164.02,72.14,63,19,10.49
339,Saint-Francois,FR,2020-06-25 02:26:29,46.42,3.91,63.0,82,1,3.76
340,Constitucion,CL,2020-06-25 02:26:29,-35.33,-72.42,48.51,82,8,8.79
341,Sampit,ID,2020-06-25 02:26:29,-2.53,112.95,84.54,67,98,3.91
342,Avera,US,2020-06-25 02:26:29,33.19,-82.53,71.6,89,1,3.36
343,Naron,ES,2020-06-25 02:26:29,43.52,-8.15,63.0,85,100,1.99
344,Kincardine,GB,2020-06-25 02:26:29,56.07,-3.72,60.01,100,10,2.24
345,Guijalo,PH,2020-06-25 02:26:29,13.74,123.87,87.03,66,98,2.91
346,Beringovskiy,RU,2020-06-25 02:26:29,63.05,179.32,40.32,92,98,8.84
347,Isangel,VU,2020-06-25 02:26:29,-19.55,169.27,76.82,80,72,10.96
348,Boende,CD,2020-06-25 02:26:30,-0.22,20.87,74.77,71,83,2.3
349,San Luis,AR,2020-06-25 02:24:09,-33.3,-66.34,36.91,77,0,3.51
350,Aguimes,ES,2020-06-25 02:26:30,27.91,-15.45,71.6,64,75,19.46
351,Grants Pass,US,2020-06-25 02:23:44,42.44,-123.33,82.99,37,1,11.41
352,Samarai,PG,2020-06-25 02:26:30,-10.62,150.67,79.68,83,38,17.29
353,Kudahuvadhoo,MV,2020-06-25 02:26:30,2.67,72.89,83.32,78,3,13.82
354,San Julian,MX,2020-06-25 02:26:30,21.02,-102.17,61.41,81,100,8.48
355,Morondava,MG,2020-06-25 02:26:30,-20.28,44.28,70.0,91,0,11.05
356,Bambanglipuro,ID,2020-06-25 02:26:30,-7.95,110.28,81.7,72,27,8.95
357,Mudgee,AU,2020-06-25 02:26:30,-32.59,149.59,53.6,71,90,12.75
358,Plettenberg Bay,ZA,2020-06-25 02:26:30,-34.05,23.37,70.12,27,0,15.46
359,Pisco,PE,2020-06-25 02:26:30,-13.7,-76.22,62.6,82,75,4.7
360,Sandwick,GB,2020-06-25 02:26:30,60.0,-1.25,51.8,87,95,1.1
361,Tete,MZ,2020-06-25 02:26:30,-16.16,33.59,68.0,77,40,9.17
362,Bay Roberts,CA,2020-06-25 02:26:30,47.6,-53.26,68.0,1,31,8.05
363,Manaure,CO,2020-06-25 02:26:30,11.78,-72.44,81.73,70,0,16.44
364,Buala,SB,2020-06-25 02:26:31,-8.14,159.59,86.02,64,54,7.67
365,Mayumba,GA,2020-06-25 02:26:31,-3.43,10.66,72.34,85,79,3.76
366,Sitka,US,2020-06-25 02:26:31,57.05,-135.33,53.6,71,90,3.36
367,Jumla,NP,2020-06-25 02:26:31,29.27,82.18,62.6,71,100,0.89
368,Kandrian,PG,2020-06-25 02:26:31,-6.22,149.55,85.1,68,52,11.92
369,Funtua,NG,2020-06-25 02:26:31,11.52,7.31,75.42,69,96,11.65
370,Melilla,ES,2020-06-25 02:26:31,35.29,-2.94,71.6,88,90,4.7
371,Banda Aceh,ID,2020-06-25 02:26:31,5.56,95.32,83.57,67,10,2.91
372,Dargaville,NZ,2020-06-25 02:21:37,-35.93,173.88,62.67,74,93,2.77
373,Niquelandia,BR,2020-06-25 02:23:09,-14.47,-48.46,68.41,68,0,3.69
374,Troitsko-Pechorsk,RU,2020-06-25 02:26:31,62.71,56.2,44.69,76,6,8.57
375,Cuamba,MZ,2020-06-25 02:26:31,-14.8,36.54,60.44,91,10,5.08
376,Ariquemes,BR,2020-06-25 02:26:31,-9.91,-63.04,74.37,81,26,1.5
377,Tooele,US,2020-06-25 02:26:31,40.53,-112.3,84.99,39,1,2.95
378,Uppsala,SE,2020-06-25 02:22:46,60.0,17.75,60.8,87,0,1.12
379,Babu,CN,2020-06-25 02:26:31,24.42,111.52,77.86,89,100,2.28
380,Hohhot,CN,2020-06-25 02:26:31,40.81,111.65,73.4,43,0,6.71
381,Visby,SE,2020-06-25 02:26:32,57.64,18.3,48.2,93,0,3.65
382,Lazarev,RU,2020-06-25 02:26:32,52.23,141.51,47.91,95,100,9.42
383,Kalmunai,LK,2020-06-25 02:26:32,7.42,81.82,80.76,76,98,3.11
384,Ibra,OM,2020-06-25 02:26:32,22.69,58.53,78.64,80,1,1.63
385,Batagay,RU,2020-06-25 02:26:32,67.63,134.63,87.93,22,0,5.21
386,Lubango,AO,2020-06-25 02:25:22,-14.92,13.49,52.02,45,0,2.8
387,Albox,ES,2020-06-25 02:26:32,37.39,-2.15,69.01,47,2,3.0
388,Bardiyah,LY,2020-06-25 02:26:32,31.76,25.09,68.76,88,2,7.49
389,Isla Mujeres,MX,2020-06-25 02:26:32,21.23,-86.73,84.2,83,75,11.41
390,Hofn,IS,2020-06-25 02:25:43,64.25,-15.21,49.86,89,1,8.08
391,Turayf,SA,2020-06-25 02:26:32,31.67,38.66,64.4,63,0,6.93
392,Indiaroba,BR,2020-06-25 02:26:32,-11.52,-37.51,73.58,94,97,7.31
393,Mpanda,TZ,2020-06-25 02:26:32,-6.37,31.04,63.12,64,97,1.66
394,Sibolga,ID,2020-06-25 02:26:32,1.74,98.78,85.71,58,42,1.14
395,Colares,PT,2020-06-25 02:26:33,38.8,-9.45,63.0,90,78,18.99
396,Houma,US,2020-06-25 02:25:15,29.6,-90.72,73.0,100,40,3.36
397,North Platte,US,2020-06-25 02:26:33,41.12,-100.77,80.6,54,1,14.99
398,Karaidel,RU,2020-06-25 02:26:33,55.83,56.91,45.25,71,0,6.31
399,Osa,RU,2020-06-25 02:26:33,57.28,55.46,43.9,80,36,7.16
400,Moundsville,US,2020-06-25 02:26:33,39.92,-80.74,68.0,64,90,5.82
401,Karratha,AU,2020-06-25 02:26:33,-20.74,116.85,77.86,33,0,12.71
402,Penarroya-Pueblonuevo,ES,2020-06-25 02:26:33,38.3,-5.27,73.0,64,0,4.7
403,San Policarpo,PH,2020-06-25 02:26:33,12.18,125.51,85.66,74,100,8.95
404,Nyurba,RU,2020-06-25 02:26:33,63.28,118.33,79.25,36,17,7.05
405,West Bay,KY,2020-06-25 02:22:41,19.37,-81.42,84.0,83,51,1.01
406,Sinnamary,GF,2020-06-25 02:26:33,5.38,-52.95,78.24,85,48,6.02
407,Rangpur,BD,2020-06-25 02:26:33,25.75,89.25,82.98,83,100,6.87
408,Christchurch,NZ,2020-06-25 02:22:24,-43.53,172.63,50.0,100,96,13.87
409,Bagaciu,RO,2020-06-25 02:26:33,46.27,24.37,62.6,93,5,3.36
410,Mareeba,AU,2020-06-25 02:26:33,-17.0,145.43,81.0,69,0,5.01
411,Castellammare Del Golfo,IT,2020-06-25 02:26:33,38.02,12.89,70.0,73,0,2.24
412,Khandyga,RU,2020-06-25 02:26:34,62.67,135.6,78.87,35,87,2.86
413,Coihaique,CL,2020-06-25 02:26:34,-45.58,-72.07,33.8,80,54,4.7
414,Rio Grande,BR,2020-06-25 02:26:34,-32.03,-52.1,64.0,97,84,9.48
415,Karacakoy,TR,2020-06-25 02:26:34,41.4,28.38,72.0,88,40,5.82
416,Chapais,CA,2020-06-25 02:26:34,49.78,-74.85,59.0,93,90,12.75
417,Plouzane,FR,2020-06-25 02:26:34,48.38,-4.62,69.8,87,30,5.73
418,Luorong,CN,2020-06-25 02:26:34,24.41,109.61,76.98,92,100,2.89
419,Kilemary,RU,2020-06-25 02:26:34,56.78,46.87,45.68,75,0,5.75
420,Karymskoye,RU,2020-06-25 02:26:34,51.62,114.35,72.01,47,28,3.83
421,Nacala,MZ,2020-06-25 02:26:34,-14.54,40.67,70.75,83,2,10.56
422,Pangkalanbuun,ID,2020-06-25 02:26:34,-2.68,111.62,80.2,87,100,1.97
423,San Pedro De Macoris,DO,2020-06-25 02:26:34,18.46,-69.3,84.0,79,0,10.07
424,Vila Velha,BR,2020-06-25 02:26:34,-20.33,-40.29,69.8,83,20,4.7
425,Leningradskiy,RU,2020-06-25 02:26:34,69.38,178.42,35.49,82,100,13.76
426,Leh,IN,2020-06-25 02:26:34,34.17,77.58,54.66,40,4,6.29
427,Aketi,CD,2020-06-25 02:26:34,2.74,23.78,71.78,89,100,2.3
428,Grand Forks,US,2020-06-25 02:26:35,47.93,-97.03,73.4,46,75,5.82
429,Bathsheba,BB,2020-06-25 02:26:35,13.22,-59.52,82.4,74,20,23.04
430,Hattingen,DE,2020-06-25 02:26:35,51.4,7.17,69.01,63,16,6.96
431,San Juan,AR,2020-06-25 02:24:14,-31.54,-68.54,43.9,76,98,6.06
432,Akdepe,TM,2020-06-25 02:26:35,42.06,59.38,73.4,33,0,6.93
433,Mo I Rana,NO,2020-06-25 02:26:35,66.31,14.14,54.0,82,70,3.0
434,Santa Cruz,BO,2020-06-25 02:22:28,-17.8,-63.17,75.2,88,75,19.46
435,Young,UY,2020-06-25 02:26:35,-32.68,-57.63,55.0,99,100,7.0
436,Susuman,RU,2020-06-25 02:26:35,62.78,148.17,76.93,30,4,1.66
437,San Quintin,MX,2020-06-25 02:21:47,30.48,-115.95,65.05,80,31,10.47
438,Talara,PE,2020-06-25 02:26:35,-4.58,-81.27,65.17,86,2,14.5
439,Wagar,SD,2020-06-25 02:26:35,16.15,36.2,88.05,25,86,2.13
440,Redwater,US,2020-06-25 02:23:18,33.36,-94.25,78.8,74,40,6.93
441,Parfenyevo,RU,2020-06-25 02:26:35,58.48,43.41,48.25,69,97,5.21
442,Asau,RO,2020-06-25 02:26:36,46.43,26.4,61.0,93,10,3.27
443,Moron,AR,2020-06-25 02:26:36,-34.65,-58.62,54.0,71,100,8.01
444,Torbay,CA,2020-06-25 02:26:36,47.67,-52.73,68.0,94,40,13.87
445,Ponot,PH,2020-06-25 02:26:36,8.45,123.02,83.34,78,100,2.71
446,Kaniama,CD,2020-06-25 02:26:36,-7.57,24.18,65.3,51,9,6.02
447,Cucuta,CO,2020-06-25 02:25:01,7.88,-72.51,74.01,71,99,3.06
448,Asyut,EG,2020-06-25 02:26:36,27.18,31.18,77.0,41,0,20.8
449,Le Moule,GP,2020-06-25 02:26:36,16.33,-61.35,80.6,78,0,6.93
450,San Miguel El Alto,MX,2020-06-25 02:26:36,21.02,-102.35,63.86,74,100,8.66
451,Uaua,BR,2020-06-25 02:26:36,-9.84,-39.48,70.56,87,48,13.15
452,Titel,RS,2020-06-25 02:26:36,45.21,20.29,62.6,93,0,0.89
453,Kraljevo,RS,2020-06-25 02:26:37,43.73,20.69,55.4,100,0,2.24
454,Yumen,CN,2020-06-25 02:26:37,40.28,97.2,75.6,17,89,8.97
455,Sao Miguel Do Tapuio,BR,2020-06-25 02:26:37,-5.5,-41.32,72.36,65,0,4.83
456,Puli,TW,2020-06-25 02:26:37,23.97,120.97,91.99,66,75,12.75
457,Dingle,PH,2020-06-25 02:26:37,11.0,122.67,86.59,69,100,7.05
458,Rocha,UY,2020-06-25 02:26:37,-34.48,-54.33,57.27,97,94,5.95
459,Mattru,SL,2020-06-25 02:26:37,7.62,-11.83,73.71,97,94,2.08
460,Whitehorse,CA,2020-06-25 02:23:25,60.72,-135.05,60.8,31,75,19.46
461,Bantry,IE,2020-06-25 02:26:37,51.68,-9.45,55.4,82,75,10.29
462,Hakui,JP,2020-06-25 02:26:37,36.88,136.78,87.01,62,75,8.05
463,Mount Gambier,AU,2020-06-25 02:26:37,-37.83,140.77,55.4,87,40,10.29
464,Bartica,GY,2020-06-25 02:26:37,6.4,-58.62,77.0,94,20,2.24
465,Lumut,MY,2020-06-25 02:26:37,4.23,100.63,82.4,78,40,4.7
466,Blagoveshchenka,RU,2020-06-25 02:26:37,52.83,79.87,65.17,71,65,2.77
467,Podlesnoye,RU,2020-06-25 02:26:38,51.82,47.01,56.48,80,13,12.8
468,Hovd,MN,2020-06-25 02:26:38,48.01,91.64,71.28,26,100,4.81
469,Fukue,JP,2020-06-25 02:26:38,32.69,128.84,77.0,100,75,16.11
470,Kutum,SD,2020-06-25 02:26:38,14.2,24.67,70.79,54,37,1.72
471,Carutapera,BR,2020-06-25 02:26:38,-1.2,-46.02,76.35,91,84,5.97
472,Erzin,TR,2020-06-25 02:26:38,36.96,36.2,72.0,85,18,0.18
473,Vao,NC,2020-06-25 02:26:38,-22.67,167.48,70.23,60,0,12.55
474,Plast,RU,2020-06-25 02:26:38,54.37,60.81,49.17,75,99,9.1
475,Kodino,RU,2020-06-25 02:26:38,63.72,39.64,48.58,69,100,2.3
476,Shimoda,JP,2020-06-25 02:26:38,34.67,138.95,68.0,100,75,9.17
477,Valenca,BR,2020-06-25 02:26:38,-13.37,-39.07,70.83,88,92,4.43
478,Shenjiamen,CN,2020-06-25 02:26:38,29.96,122.3,75.13,97,100,8.39
479,Chiclana,AR,2020-06-25 02:26:38,-35.73,-61.75,46.81,77,98,5.64
480,Taltal,CL,2020-06-25 02:26:39,-25.4,-70.48,57.79,69,96,4.36
481,Lasa,IT,2020-06-25 02:26:39,46.62,10.7,53.6,87,5,3.36
482,Kamaishi,JP,2020-06-25 02:26:39,39.27,141.88,66.2,82,75,8.05
483,Oum Hadjer,TD,2020-06-25 02:26:39,13.3,19.7,85.01,52,92,14.2
484,Nantucket,US,2020-06-25 02:26:39,41.28,-70.1,64.99,93,1,9.17
485,Roald,NO,2020-06-25 02:26:39,62.58,6.13,59.0,93,12,11.41
486,Domoni,KM,2020-06-25 02:26:39,-12.26,44.53,76.42,81,58,11.88
487,Abu Zabad,SD,2020-06-25 02:26:39,12.35,29.25,80.33,55,84,11.97
488,Ust-Nera,RU,2020-06-25 02:26:39,64.57,143.2,77.81,28,99,3.85
489,Yakeshi,CN,2020-06-25 02:26:39,49.28,120.73,66.79,48,100,9.69
490,Coffs Harbour,AU,2020-06-25 02:26:39,-30.3,153.13,68.0,56,0,11.41
491,Huarmey,PE,2020-06-25 02:26:39,-10.07,-78.15,61.9,85,65,7.74
492,Pauini,BR,2020-06-25 02:26:39,-7.71,-66.98,73.35,93,100,2.08
493,Savannakhet,LA,2020-06-25 02:26:00,16.57,104.75,87.8,66,40,2.24
494,Maragogi,BR,2020-06-25 02:26:40,-9.01,-35.22,75.25,85,0,9.89
495,Tukuyu,TZ,2020-06-25 02:26:40,-9.25,33.65,57.25,95,78,1.52
496,Arlit,NE,2020-06-25 02:26:40,18.74,7.39,90.36,11,0,6.51
497,Baragaon,IN,2020-06-25 02:26:40,25.43,82.82,84.2,79,75,11.41
498,Bilma,NE,2020-06-25 02:26:40,18.69,12.92,87.46,13,34,9.31
499,Banswada,IN,2020-06-25 02:22:17,18.38,77.88,84.38,64,13,5.37
500,Soro,IN,2020-06-25 02:26:40,21.29,86.69,85.84,73,86,11.72
501,Gushi,CN,2020-06-25 02:26:40,34.64,109.58,86.41,47,0,4.7
502,Kortkeros,RU,2020-06-25 02:26:40,61.81,51.58,44.6,93,90,4.47
503,Yabrud,SY,2020-06-25 02:26:40,33.97,36.66,60.8,82,2,11.41
504,Zhigalovo,RU,2020-06-25 02:26:40,54.81,105.16,75.38,45,74,2.08
505,Moree,AU,2020-06-25 02:26:40,-29.47,149.85,53.6,66,90,12.75
506,Haines Junction,CA,2020-06-25 02:26:40,60.75,-137.51,54.12,42,0,12.01
507,Batticaloa,LK,2020-06-25 02:26:41,7.71,81.69,80.65,74,99,4.36
508,Manzhouli,CN,2020-06-25 02:26:41,49.6,117.43,68.68,44,95,13.29
509,Mpulungu,ZM,2020-06-25 02:26:41,-8.76,31.11,69.64,61,59,8.41
510,Umm Lajj,SA,2020-06-25 02:26:41,25.02,37.27,78.87,64,0,8.21
511,Alofi,NU,2020-06-25 02:26:41,-19.06,-169.92,78.8,78,75,12.75
512,Agua Dulce,MX,2020-06-25 02:26:41,18.13,-94.13,81.19,86,80,8.19
513,Kokopo,PG,2020-06-25 02:26:41,-4.35,152.26,86.52,61,0,13.56
514,Santa Marta,CO,2020-06-25 02:26:41,11.24,-74.2,80.01,87,5,14.36
515,Abaza,RU,2020-06-25 02:26:42,52.66,90.09,67.82,62,100,3.4
516,Tambopata,PE,2020-06-25 02:26:42,-12.73,-69.18,73.35,93,100,0.63
517,Nichinan,JP,2020-06-25 02:26:42,31.6,131.37,78.8,88,75,5.82
518,Srednekolymsk,RU,2020-06-25 02:26:42,67.45,153.68,80.8,30,0,6.64
519,Shangrao,CN,2020-06-25 02:26:42,28.45,117.97,77.92,92,100,2.24
520,Kaeo,NZ,2020-06-25 02:26:42,-35.1,173.78,55.0,98,97,3.0
521,Buta,CD,2020-06-25 02:26:42,2.79,24.73,71.74,90,100,2.17
522,Zhezkazgan,KZ,2020-06-25 02:26:42,47.8,67.71,68.0,24,5,6.71
523,Bridlington,GB,2020-06-25 02:26:42,54.08,-0.19,55.0,100,0,3.36
524,Maceio,BR,2020-06-25 02:22:21,-9.67,-35.74,73.4,94,75,4.7
525,Havelock,US,2020-06-25 02:26:42,34.88,-76.9,80.01,83,1,5.82
526,Laguna,US,2020-06-25 02:26:42,38.42,-121.42,93.0,36,1,6.93
527,Lannion,FR,2020-06-25 02:26:42,48.75,-3.42,64.4,88,0,1.12
528,Mao,ES,2020-06-25 02:26:42,39.89,4.27,68.0,94,0,5.82
529,Salto,UY,2020-06-25 02:24:06,-31.38,-57.97,57.0,90,100,11.99
530,Katangli,RU,2020-06-25 02:26:43,51.71,143.23,43.7,96,100,11.63
531,Gayny,RU,2020-06-25 02:26:43,60.31,54.32,42.49,81,11,7.67
532,Tazlau,RO,2020-06-25 02:26:43,46.72,26.47,62.6,100,14,4.7
533,Pemangkat,ID,2020-06-25 02:26:43,1.17,108.97,76.86,84,99,4.81
534,Aklavik,CA,2020-06-25 02:26:43,68.22,-135.01,53.6,50,90,8.05
535,Vacaria,BR,2020-06-25 02:22:57,-28.51,-50.93,56.73,85,0,8.34
536,Honningsvag,NO,2020-06-25 02:26:43,70.98,25.97,47.62,81,59,5.28
537,Vakhrushev,RU,2020-06-25 02:26:43,48.98,142.97,47.3,95,100,5.55
538,Kamenka,RU,2020-06-25 02:26:43,51.32,42.77,57.99,92,0,8.01
539,Margate,GB,2020-06-25 02:26:43,51.38,1.39,64.0,78,0,1.99
540,Rujewa,TZ,2020-06-25 02:26:43,-8.7,34.38,61.32,76,24,5.93
541,Lafiagi,NG,2020-06-25 02:26:43,8.87,5.42,76.57,87,100,5.91
542,Marzuq,YE,2020-06-25 02:26:43,14.4,46.47,78.57,35,54,2.8
543,Gondanglegi,ID,2020-06-25 02:26:43,-7.75,112.01,79.5,73,100,12.75
544,Novikovo,RU,2020-06-25 02:26:43,51.15,37.89,54.91,82,0,9.26
545,Saint-Leu,RE,2020-06-25 02:26:44,-21.15,55.28,68.0,72,8,6.93
546,Bilibino,RU,2020-06-25 02:26:44,68.05,166.44,61.57,34,100,10.29
547,Vangaindrano,MG,2020-06-25 02:26:44,-23.35,47.6,64.09,90,15,4.52
548,Cabra,ES,2020-06-25 02:26:44,37.47,-4.44,72.0,49,0,1.52
549,Mehriz,IR,2020-06-25 02:26:44,31.59,54.43,78.8,19,0,4.7
